index,ID_General,Piattaforma,User,Lavoro,Settore,Utilizzo_software,ValutazioneComplessiva,Facilita_d_uso,Caratteristiche_funzionalita,Assistenza_Clienti,Rapporto_Qualita_prezzo,Consigliato,titoloReview,Commenti,Data_Recensione,Vantaggi,Inconvenienti
3141,3141 Asana,Asana,Verified Reviewer,,Computer Software,2+ years,3,3,3,1,2,2,“There are better solutions”,"Overall: Pretty bad customer service. Instructions weren't really clear and pretty much ""accidentally"" screwed up our platform and took over 10 hours to revert changes.",26/4/2019,Pros: It's ease of use. The organization is pretty easy and there's a lot of features to take advantage of. Timeline + kanban boards are super useful too.,Cons: Customer service and pricing. There aren't any discounts offered while other solutions can provide more services at a fraction of the cost.
3142,3142 Asana,Asana,Verified Reviewer,,Consumer Goods,2+ years,4,4,4,3,2,6,“Asana Review for Project Workflow”,,10/10/2018,,Cons: Would like a chatroom function to facilitate discussion. Right now the updates work but it is just an FYI.
3143,3143 Asana,Asana,Rachel H.,Administrative Assistant,Religious Institutions,2+ years,5,5,5,,,10,“Asana Review”,Overall: The tool was an excellent collaboration tool for our team and we would recommend to anyone.,23/3/2020,Pros: The software was excellent for the approval and curation of our professional digital content for our non profit.,Cons: The software was a great tool for us there was really no cons to speak of for our application. The only potential isssue was price as we are a non profit.
3144,3144 Asana,Asana,ankit a.,Digital Marketing Manager,Education Management,2+ years,4,4,5,4,3,6,“Good way to collaborate ”,Overall: it was good. We used in heavily to itreact with designers who were common resource,10/8/2020,"Pros: Especially in COVID scenerio, software like these have eased inter-department work collaboration and connectivity",Cons: I feel that there could be more changes in UI as it's a bit over-whelmed for a new user which could result in delay at work.
3145,3145 Asana,Asana,Harley Y.,Owner,Hospitality,2+ years,5,4,4,,,10,“Great Collaboration Tool!”,Overall: It's been a very helpful product that has definitely increased productivity and accountability,8/9/2020,Pros: The way in which our group can now work together and keep on top of tasks has been super easy and helpful,"Cons: It's a bit daunting to start importing and learn how to use it, but after a few days it's pretty straight forward"
3146,3146 Asana,Asana,Verified Reviewer,,Management Consulting,2+ years,3,3,3,,,5,“Nice design and good to use but not perfect for project-based companies”,,27/11/2018,,"Cons: The timeline is not optimal, first of all i am missing the ability to set up gannt charts. why not integrate this into the calendar option? Moreover, i am missing the option to combine the board view with the calendar view, i dont think the two approaches are mutually exclusive. Given these cons i think the software is rather expensive especially for larger teams."
3147,3147 Asana,Asana,Mark M.,,Unspecified,2+ years,5,5,5,5,,,“Makes life easier!”,"Overall: We're not even using it to its full potential, yet it's still worth it. I'm not sure what we'd do without it at this point.",16/1/2017,,
3148,3148 Asana,Asana,Nakul K.,Project Manager,Translation and Localization,2+ years,4,3,4,3,4,7,“Asana User Review”,,13/10/2018,,Cons: It is not easy to navigate when using it the first time
3149,3149 Asana,Asana,Verified Reviewer,,Computer Software,2+ years,3,2,,,,,“Overkill”,,14/5/2018,,"Cons: For our needs, the solution was too complex and cumbersome. It just wasn't a fit for what we were looking for."
3150,3150 Asana,Asana,Laine K.,Consultant,Information Technology and Services,2+ years,5,5,5,5,,10,“Great task management app”,"Overall: We needed an app that lets us track our tasks and workflow, easily delegate tasks, and have a well-rounded picture of projects. Asana checks all of those boxes.",25/11/2019,"Pros: I appreciate Asana because it helps me manage my work without the need for physical sticky notes, etc. The interface is also very inviting and friendly, not harsh on the eyes, and intuitive for any user.","Cons: A quick con about the interface is that when mass updating tasks, the boxes sometimes update and shift, leaving my next click in the wrong space. Asana would also be a lot more valuable with some kind of time tracker or integration of the sort."
3151,3151 Asana,Asana,Bob S.,IT & Operations Manager,Information Technology and Services,2+ years,4,4,4,3,5,10,"“Easy to learn, has the right amount of functionality and keeps things simple ”",Overall: I'm a list and task breakdown person so Asana works the way I do. I find it easier to come back to than other products,7/6/2017,Pros: One of the challenges of desktop project management is getting the team to use the product regularly. Design is a big part of the user experience. Asana's clean design is great to come back to and contributes to user adoption.,"Cons: While it seems like everyone is online all the time, there are times during travel when it's not convenient to log on. Would like to be able to add/change content offline and have it sync when I'm back online."
3152,3152 Asana,Asana,Mary T.,Director of Communications,Health,2+ years,3,3,4,,,7,“Could Be Helpful ”,"Overall: It was fine. The software can be useful, but sometimes these Softwares almost just create too much extra work. I had trouble setting up my account at first, I thought I had finished the process, but it didn't link me with my team. The emails got annoying. We actually don't really use this product anymore at this point. I am sure we will begin to use it again when we hire additional employees.",21/5/2020,Pros: The idea behind this software is a good one despite many other products on the market like this. Being able to chat within the tasks you are assigned to is helpful when multiple people are working together on a task. I find this feature better than just chatting back and forth on emails because they are all stored under the tasks on Asana.,"Cons: The emails you receive from the software are annoying. It seemed like I was getting so many notifications for a few tasks. Reminders about the tasks multiple times a week, notifications about comments, just general emails from Asana, too much. I stopped even looking at them because they became so annoying. Which lead to me using/checking in on the software less."
3153,3153 Asana,Asana,Brad E.,,Self-employed,2+ years,5,5,4,,5,9,“Simple and straightforward project and task management”,,1/6/2017,,"Cons: It's great at task management to keep individuals and teams focused and organized, but likely isn't robust enough to use on it's own for more complex project management. There isn't a great place to capture and report on project data which leaves integration a likely necessity."
3154,3154 Asana,Asana,Jeffrey D.,Digital Technologist,Design,2+ years,3,4,3,,2,4,"“Nice, pretty, expensive”",Overall: We used it for a year before realising we'd suddenly gone over $300/mo.,3/12/2019,Pros: The colors and design make it approachable and delightful to use. It attracts users nicely. Attention is brought where needed quickly. Multiple nesting layers for information make it great for project management and project planning.,"Cons: The Gantt chart is bulky and cumbersome, hard to read and harder to edit from. Email notifications are annoying and hard to disable. Worst of all is the peruser price tag for even incidental users who don't need to log in, but just need to be managed. That alone makes it infeasible for resource planning."
3155,3155 Asana,Asana,Shazal A.,Civil Associate,Civil Engineering,2+ years,5,5,4,,5,10,“Overall - Great”,,7/12/2019,,"Cons: I don't imagine being used when a lot of stories/tasks are created over a period of a long time. It looks very organized for a short period of time. But later on, the tasks get too much."
3156,3156 Asana,Asana,Amy J.,Owner,Food Production,2+ years,5,4,5,,,10,“Great organizational tool”,,7/8/2019,,"Cons: There is a bit of a learning curve, but once you get the basics you can catch on quick."
3157,3157 Asana,Asana,Nicole L.,Owner,Sports,2+ years,5,4,4,4,5,7,“Must Have for Your Project Management Tool”,,26/3/2019,,Cons: Not in my list as of today which is stopping my team not to perform their day to day task
3158,3158 Asana,Asana,Patrick M.,,Building Materials,2+ years,5,5,,5,,,“More than Meets the Eye”,"Overall: Asana may not be marketed as CRM software, but it has proved useful as a free solution for me. It's quite easy to enter contact info and keep a running history of tasks and interactions with customers, even/especially working with a team. No need to use multiple email threads that end up getting lost; Asana keeps all your conversations current, visible, and in one place.",22/9/2015,"Pros: Very clean, user-friendly interface. Fast updates.",Cons: It would be nice to have even more CRM-related features such as automation and sales pipleline procedures.
3159,3159 Asana,Asana,Guy R.,Manager,Information Technology and Services,2+ years,4,2,4,3,3,3,“Asana too clunky”,"Overall: Too many features, too difficult to gain 100% team buy-in.",2/7/2019,Pros: Very comprehensive. Many features. Requires everyone to learn.,Cons: The learning curve is high and everyone has to learn.
3160,3160 Asana,Asana,Verified Reviewer,,Oil & Energy,2+ years,5,4,5,4,4,9,“Asana is a great collaboration tool”,"Overall: I used Asana to collaborate with my clients on their projects. I used this product to set up milestones with dates, and this allowed me, my clients, to stay on the same page as their website projects progressed. It helped me stay on target with my development projects.",24/7/2019,Pros: I love the ease of use of the UI and it has a ton of usability features.,"Cons: Nothing really, this is a great product."
3161,3161 Asana,Asana,Cory R.,Digital Marketer,Marketing and Advertising,2+ years,4,4,4,4,4,6,“Asana helps me stay organized”,Overall: I'd say my experience has been pretty positive. I like the tool and would recommend to someone who needs help with staying organized with their projects.,16/4/2019,"Pros: I really like Asana for keeping myself and my team organized and on top of our projects. It's nice, too, because we can integrate our clients into the software so they have an idea of what's going on.",Cons: There really aren't any major gripes with this tool. I like the simplicity and ease of use of it.
3162,3162 Asana,Asana,Todd G.,Engineer,Civil Engineering,2+ years,5,3,5,,2,5,“Powerful but expensive”,,4/10/2018,,Cons: Asana was my number two choice when looking for collaboration software. It lost out primarily based on cost. To expensive for my small company.
3163,3163 Asana,Asana,Mario René d.,General manager,Food Production,2+ years,4,4,4,4,5,8,“Good organization tool”,Overall: It's a good tool to stay organized with the daily and weekly tasks.,9/12/2019,Pros: I stared using this a few months ago and so far I like the fact that I can organize my tasks and assign them to my employees. It seems that they are constantly improving.,"Cons: I do not like the app, is not as user friendly as the desktop version. Sometimes they send too many emails."
3164,3164 Asana,Asana,Ellie G.,VP of Marketing,Entertainment,2+ years,5,3,4,4,2,5,"“Great product, difficult to get used to”",Overall:,7/7/2020,"Pros: Alot of features, potential for great organization & keeping track of projects and tasks","Cons: Very confusing to set up, some unnecessary features for my particular usage that seem to get in the way. Its expensive for the way I use it."
3165,3165 Asana,Asana,Verified Reviewer,,Marketing and Advertising,2+ years,5,5,4,3,5,10,“Great for remote working”,Overall: It's great for quickly sharing files and monitoring activities of the team.,29/6/2020,Pros: It allows having all your work at one place and is also great when working remotely. and it's not very expensive.,Cons: The tool doesn't have a lie chat feature. It would have made everything a whole lot easier. Email marketing would be a great add-on too.
3166,3166 Asana,Asana,Verified Reviewer,,Financial Services,2+ years,3,4,4,4,4,7,“Simple but functional”,"Overall: Asana has been a great way of moving from physical whiteboards to a digital workspace, and provides a good level of 'my task' tracking so that you always know what you're working on.",20/11/2018,Pros: Our design teams have been pretty happy using Asana to track backlogs and tasks that require attention.,"Cons: There is limited workflow functionality, so this is a very traditional whiteboard style but in a digital setting."
3167,3167 Asana,Asana,Miguel C.,,Unspecified,2+ years,5,5,5,5,,,“Simple project management ”,Overall: I love Asana. I use it with my team to manage software development projects. It is incredibly easy and my team had come to depend on it.,16/1/2017,,
3168,3168 Asana,Asana,karen w.,biologist,Environmental Services,2+ years,5,5,5,,,10,“asana”,,25/9/2018,,Cons: Not immediately intuitive how to transfer communication and calendar over and get everyone to use it.
3169,3169 Asana,Asana,MICHELLE K.,General Sales Manager,Marketing and Advertising,2+ years,4,5,4,4,,10,“Asana Keeps Us Organized”,Overall: We were looking for a product that our digital team and sales department could use together in order to stay on top of their many tasks. This product is user friendly and has helped us become more organized.,19/11/2019,Pros: The ability to share tasks with multiple team members allowing us to double check and triple check that nothing is overlooked.,Cons: Too many emails go out and it requires you to change your settings in order to make this less annoying.
3170,3170 Asana,Asana,Luiz Carlos C.,CMO,Marketing and Advertising,2+ years,3,4,4,,,7,“A way to keep the tasks on track”,"Overall: Asana was a inflection point in our business. Till it happen, we use different services to integrate our team and our tasks. Now with asana we can manage all of our projects and tasks, assing to team members, control the due dates, attach files, everything in one place.",10/2/2017,Pros: We love Asana because it allow us to keep on track all the tasks in our projects. We can manage it with ease and it can be shared with the team members that are interest in the job.,"Cons: As Asana try to be as a market leader, it's so SLOW in updates in the daily use. If you want more speed, Asana its not for you."
3171,3171 Asana,Asana,Angela M.,Office Manager,Law Practice,2+ years,5,5,5,5,5,10,“A necessary tool for a productive team”,Overall: Our management team uses it daily to handle multiple projects and track our progress. We are very happy with it so far.,8/5/2020,"Pros: The business plan is an absolute must for management. The ability to create your own fields then switch to other views like calendar or board is so helpful for specific projects. I use the ""My Tasks"" screen daily to track all of my own work. Also, Asana Academy is a free in-depth training software that shows you everything that the software can do.",Cons: I'd have to really nitpick because there's not much I don't like. The software is easily customizable and the support staff is very responsive and helpful.
3172,3172 Asana,Asana,Trey P.,Account Supervisor,Marketing and Advertising,2+ years,4,5,4,4,5,9,“Great Tool for Keeping the Team Organized and On Track”,"Overall: organization, scheduling, delegation, team buy in, updates",16/5/2017,"Pros: The format makes it easy to assign tasks, include deadlines and check things off the list. Allowing for tags, status updates, commentary and team calendars really helps us stay on the ball.",Cons: Ideally the conversation part of the interface could run alongside the task list/main menu. Haven't tried customer support yet but haven't needed to.
3173,3173 Asana,Asana,Jordyn D.,Executive Assistant,Financial Services,2+ years,3,5,3,,,7,"“Asana is a great tool, we just need to figure out how to use it”",,2/12/2019,,"Cons: -not much trouble with Asana, our main issue is that we haven't explored all the different ways we can use the tool."
3174,3174 Asana,Asana,Marcelo G.,Realtor,Real Estate,2+ years,5,5,5,,,9,“Follow the Agenda”,Overall: This system has made me be more productive and focus on the major things.,5/12/2019,Pros: This system helps my business extremely in following the tasks assigned and following up with everyone according to frequency.,"Cons: The setup of tasks, actions, and alerts when setting up everything can be a task by itself. But this isn't really a con."
3175,3175 Asana,Asana,Emanuele B.,Mr,Marketing and Advertising,2+ years,5,4,4,,,8,“A very good collaborating tool... even if sometimes it can become a little messy”,,16/7/2019,,Cons: It can become very messy if you manage many projects at the same time. I guess you have to upgrade to paid version to have a better control
3176,3176 Asana,Asana,Verified Reviewer,,Information Technology and Services,2+ years,4,3,3,3,3,7,“They make it so hard to cancel it”,"Overall: It looked very nice for trial, and i signed up for trial, then we could n't use it as easily as we initially thought it will be. Then I try to cancel it, here is the best part. First, they said I cannot cancel it because I am also have the role of payment authorizer. So, I was asked to assign that role to some one before I cancel it, Then I did exactly as per their instructions, and the cancelled it. Then, when I sent an email to cancel it, they want confirmation from this other person. If someone had an easier way to cancel it, please post. Not so nice business practice.",26/3/2019,"Pros: The marketing, the initial tease. I like easy steps I tried during trial.",Cons: I found it difficult to use. None of our guys liked it.
3177,3177 Asana,Asana,Katelyn W.,ACE,Computer Software,2+ years,2,2,2,,,4,“It's...okay.”,,9/7/2015,,"Cons: Oh man. Well, it's ugly, for one. The color scheme, layout, and font choices are sterile and seem outdated, almost. I know this may seem silly, but make it nice to look at! A clunky plastic piece of technology. Then, in a very basic sense, it's just hard to use. It seems counterintuitive. It's hard to search for things, and find them, and share them, and sort them into various categories or places-- it's as if Asana doesn't explicitly even know it's own purpose or assert it directly enough."
3178,3178 Asana,Asana,Verified Reviewer,,Consumer Goods,2+ years,3,5,5,,,9,"“Expandable and powerful tool, too many playful features (unicorns)”",,4/6/2019,,Cons: I don't like the unicorns and playfulness included in the software
3179,3179 Asana,Asana,Verified Reviewer,,Accounting,2+ years,5,5,5,5,5,10,“Love how easy it is to use”,,21/7/2019,,Cons: So far I don't have any but if I found some I'll be sure to keep note.
3180,3180 Asana,Asana,Verified Reviewer,,Education Management,2+ years,4,4,4,5,4,7,“So far so good”,Overall: I love Asana so far. I have't had any hiccups with it. Just wish it was a bit cheaper.,2/4/2019,"Pros: I just started using this product with my team. It's been a great addition to our tool set. It really helps to keep track of everyone's projects, timelines and updates around those projects. It's super easy to easy and get setup with.",Cons: It's a bit expensive for what it is. There are definitely cheaper products out there that do just as good of a job.
3181,3181 Asana,Asana,Bill M.,Director-Technical Program Management,Telecommunications,2+ years,5,5,5,5,5,10,“Asana keeps our team focused”,Overall: I am organizing a large annual event. The Asana tools help our team stay on track.,21/8/2018,Pros: Very easy to get started. The tool helps us all stay on track.,Cons: Sometimes have trouble finding all the features. After a little searching all is good.
3182,3182 Asana,Asana,Lawrence S.,CEO / Designer,Design,2+ years,4,4,4,4,3,6,“Asana - Ok Solution”,"Overall: Helping clients and teams collaborate, but found that there were other solutions out there that better suited our needs.",30/10/2019,"Pros: Asana is best used as a project management tool and has a TON of features. Its good for some teams, but not everyone.","Cons: I felt that it was a bit overwhelming with features, and also the amount of notifications that were coming through for everything by default was obnoxious."
3183,3183 Asana,Asana,Annelise K.,Operations Manager,Health,2+ years,4,4,3,,3,7,“Asana for project management”,Overall: Trying to manage a project where all the team members are remote.,23/6/2020,"Pros: I like certain things about this software, but feels is doesn't answer all my needs. It's easy to get started and build teams.","Cons: I really hate that they limit the functionality of it unless you do a paid service. I use it, but feel limited in what it can do sometimes."
3184,3184 Asana,Asana,Hayato H.,Owner,Real Estate,2+ years,5,5,5,4,4,9,“Great Project Management Tool”,,1/5/2020,,"Cons: There were some features that we didn't know existed until after a month, but that is not entirely their fault. The only thing was, it may have been to simple and there were extra functionalities that we did not find that we could use on Asana."
3185,3185 Asana,Asana,Verified Reviewer,,Plastics,2+ years,4,4,4,3,4,7,“Flexible and Effective ”,Overall: My team management to use free version is amazing,20/11/2018,"Pros: The new charting tool is effective, the help videos and blogs are fantastic which can make this an easy To pick up system.","Cons: I still struggle with that as I set up new project but in spite of training,"
3186,3186 Asana,Asana,Tia W.,,Unspecified,2+ years,4,4,4,3,,,“Great Product!”,Overall: My company uses Asana on the basis. It's easy to use and has lots of functionality. With Asana our team is more organized and on task.,16/1/2017,,
3187,3187 Asana,Asana,Leon W.,Implementer,Consumer Goods,2+ years,4,4,3,,,7,“Asana Review”,,24/9/2018,,Cons: What I liked least about this software is the user interface.
3188,3188 Asana,Asana,Sean D.,Controller,Internet,2+ years,5,5,4,,5,10,“I'm not sure what I'd do without it.”,Overall: I would seriously be lost without Asana. One of the best softwares I've ever used.,31/10/2019,"Pros: This is literally my saving grace in my ability to get things done, not drop the ball, and stay organized every single day.",Cons: The only thing I don't like about Asana is that you can't assign tasks to multiple people. Teams are the foundation of most companies and it's rare in ours that one task is managed by one person.
3189,3189 Asana,Asana,Christy H.,Principal Recruiter & HR Consultant,Human Resources,2+ years,4,4,5,5,5,8,“Great once you get the hang of it”,"Overall: Asana is a good project and task management system to use, especially if you have a team of different working styles or hours or remote team members. It really provides a nice way to track who is doing what, what is in your queue, and when it is due.",19/12/2016,"Pros: Once you learn the system, it's easy to navigate and fun to check things off (a bird flies across your screen when you do). It took me a bit to get the hang of the dashboard, but once I did, I am actually enjoying that I can check in morning, noon, and night, and have my work laid out.","Cons: The notifications! Omg, turn them off already! They drove me batty (upwards of 100 per day, all by individual emails)."
3190,3190 Asana,Asana,Braden W.,Marketing & Business Development Manager,Machinery,2+ years,4,4,4,,,7,“Good for Small Business”,Overall:,10/4/2020,"Pros: Asana is a an excellent product to promote collaboration and provide a concise way to maintain deadlines. As a small business, it actually is the primary way in which we maintain a Marketing calendar for content. The ability to create different tasks and categories, but have it presented in a master content category has made it incredibly easy for us to track and evaluate the action items. The ability to share and assign projects for content generation and media has proven itself to be invaluable; especially since we only have one dedicated marketing/sales person, who relies on input and materials from other business units.","Cons: I am unsure how Asana Pro operates but currently in the free version we cannot set a status on tasks. We can only mark them as complete, given that we are adapting the software to use for a slightly more narrow purpose, this may not be universally applicable but it would be nice to set task statuses like you can project statuses - indicating if a specific task is at risk of not being completed on-time."
3191,3191 Asana,Asana,Christopher S.,Project Manager,Information Technology and Services,2+ years,4,4,4,3,3,8,“Simple to use lack certain features.”,Overall: It's simple enough to use as a task manager. Followers get updated from the task status. What would be good is subtask should appear on the calendar and there are start and end dates to task timelines.,13/12/2016,Pros: Simple to use,Cons: Lack subtask calendar feature
3192,3192 Asana,Asana,Verified Reviewer,,Education Management,2+ years,5,5,5,5,5,10,“easy tracking software”,"Overall: The overall experience with Asana allows us to track when we need inventory, when we can take inventory, as well as notifying us when our inventories are going to arrive.",22/11/2019,Pros: I like the fact that this software allows for the ease of tracking of creating and tracking orders as well as inventories. It's a simple enough software program to use.,Cons: There isn't anything that I don't like about this software. It does take up a bit of memory on our phones so it slows down performance a little bit.
3193,3193 Asana,Asana,Verified Reviewer,,Computer Software,2+ years,5,5,5,5,5,10,“Great tasks management tool”,Overall: Amazing experience and I would recommend it to anyone,3/12/2019,Pros: Great to keep track of my daily tasks and also collaborate with my coworkers. I use this tool daily and I don't know who I would do without it.,"Cons: Nothing. I love the way my tasks are organized and see my daily and future tasks. Also, seeing the deadlines are very helpful"
3194,3194 Asana,Asana,Jill K.,Marketing,Computer Software,2+ years,4,5,5,5,4,9,“Organized with Asana”,Overall: It's been super helpful in making sure the office is all the same page and helps different departments stay in sync.,16/7/2019,"Pros: The ability to make different calendars for tasks, assigning tasks to others, progress monitoring",Cons: Not sure how useful the forms feature is
3195,3195 Asana,Asana,Verified Reviewer,,Higher Education,2+ years,5,5,5,5,,10,“Good project management tool for quick tasks”,,26/3/2019,,Cons: It would be helpful if Asana offered multi-person task capability.
3196,3196 Asana,Asana,Liberty G.,,Computer Software,2+ years,5,5,4.5,,,9,“Asana is great for collaboration”,,6/7/2015,,Cons: It's another platform which can be hard to sell to teams but it's definitely worth it in my opinion
3197,3197 Asana,Asana,Verified Reviewer,,Marketing and Advertising,2+ years,5,5,5,,,10,“An executive planner's must have tool”,,3/6/2019,,"Cons: Without pre-made templates, the learning curve is a bit steep."
3198,3198 Asana,Asana,Thiago F.,Owner,Entertainment,2+ years,5,5,5,5,5,10,“great for task management”,,19/7/2019,,Cons: however it should be easier to learn for the beginners
3199,3199 Asana,Asana,Katie K.,Designer,Design,2+ years,4,5,4,,,8,“Project tools with spotty reminders”,,30/3/2019,,"Cons: I feel like it did not actually add enough to my experience to be worth using instead of any apps already installed on my phone - between Reminders and iCal/Calendar, I feel like the same things could have been completed with more consistent reminder notification options as well."
3200,3200 Asana,Asana,Verified Reviewer,,Civil Engineering,2+ years,4,5,4,5,4,10,“Streamlined to Perfection”,Overall: This software is ideal for teams working on projects with deadlines. Everyone knows their part and can easily follow others progress and status.,2/8/2018,Pros: The user interface is flawless! Every page is snappy and quick to respond.,Cons: Functional but slightly limited. New features are always being added.
3201,3201 Asana,Asana,Zack P.,Marketing Coordinator,Insurance,2+ years,5,5,5,,,9,“Helpful Team Planning Tool”,Overall: Has allowed for much easier communication throughout our team on a variety of different projects.,8/10/2019,Pros: The interface is easy to use and intuitive. Pages are easy to navigate and responsive. The mobile app works well and acts as a helpful complement to the desktop site.,Cons: I haven't experienced a lot of downsides. Would like to see it integrate with more services in the future.
3202,3202 Asana,Asana,Verified Reviewer,,Marketing and Advertising,2+ years,4,3,5,5,,7,“Great project management and collaboration tool for your needs! ”,Overall: Finding an central project management tool.,21/5/2020,"Pros: Very nice UX design, the platform looks very minimalistic and has all the project management needs I can ask for.","Cons: Sometimes glitches and have hard time adding coworkers on for collaboration. Ofcourse, this may be due to our server speed, but I find this happens quite often."
3203,3203 Asana,Asana,Ian Piolo O.,School staff,Education Management,2+ years,5,5,4,,,9,“It is a breeze to manage a project!”,Overall: Asana made project management a breeze. It is a time saver,28/4/2020,Pros: The feature to create a template that can be copied is really awesome to have. It is great for projects that has to be repeated.,Cons: Would be nice to have an update to the interface to be more user friendly but I'm kinda nitpicking here.
3204,3204 Asana,Asana,Cortney H.,Talent Acquisition Specialist,Food & Beverages,2+ years,4,4,5,,,9,“Asana review ”,,13/11/2018,,"Cons: I wish they had better customer service. When I run into an issue, it can be difficult and timely to get ahold of them."
3205,3205 Asana,Asana,Brooke O.,,Unspecified,2+ years,5,4,5,5,,,“Great Task Management Tool”,"Overall: Asana is a great way to keep organized. It has more functionality than Trello, but the user experience is just as seamless and easy to use.",13/1/2017,,
3206,3206 Asana,Asana,Solsiret V.,Semi Senior Web Developer Full Stack,Marketing and Advertising,2+ years,4,4,4,4,4,9,“Good”,,6/8/2018,,Cons: I still do not have comments on what I did not like
3207,3207 Asana,Asana,Desiree M.,Production/Designer,Design,2+ years,5,5,5,,,10,“Great Project Management Software”,"Overall: We are more organized, connected and accomplishing great steps together as a team. I also really like the fact that we can attached links, and files directly into the comments of a specific task. I would highly recommended this software to any company that collaborate as a team",22/10/2019,Pros: I really like how easy is to collaborate and communicate on each of my task with the rest of my team,"Cons: There were too many notifications daily pooping in my phone and email, but there is a way to limit them weekly"
3208,3208 Asana,Asana,Shore C.,Director of Media,Marketing and Advertising,2+ years,4,3,5,4,4,9,“Asana Review”,"Overall: Asana is a great tool that my company uses to track the completion of projects, be transparent about what we all have to do and store documents for a process to complete recurring projects.",6/12/2016,Pros: Asana is easy to use the product that helps us streamline project completion. the new board's function is really great.,Cons: The inbox function isn't as included on the site.
3209,3209 Asana,Asana,Ingrid I.,Associate,Real Estate,2+ years,4,2,2,,,4,“Crowded ”,"Overall: I don't like Asana , I don't recommend it , it works for some people not for others for sure.",9/4/2020,"Pros: I found Asana a crowded platform to use , among the assignments, comments , groups, chats, goals all mixed in one",Cons: If you are not paying attention to the public in your group then all you do could be seen. I stick to emails and outlook calendar Much better
3210,3210 Asana,Asana,david z.,developer,Government Administration,2+ years,4,3,3,4,3,3,“great app but can be improved”,"Overall: great app but can be improved: - faster loading times for tasks - have a ""verify"" feature like jira - pagination takes too long to load",6/12/2016,"Pros: design, ease of use","Cons: slow loading, not as many features as competitor"
3211,3211 Asana,Asana,Julia P.,Owner,Education Management,2+ years,5,5,4,,,7,“Great app!”,Overall: I used this for a long time before I switched to another program.,19/11/2019,Pros: This product is easy to use and user friendly. With lots of view options this is a great software to keep you organized.,"Cons: While it is a great product, it has limited capabilities and there are many other options out there that offer more."
3212,3212 Asana,Asana,Monique D.,Founder,Marketing and Advertising,2+ years,5,5,5,5,5,10,“Use everyday with my team”,Overall: I'm pleased with asa. My mentor recommended asana to me & i havent looked back.,3/12/2019,Pros: I keep up with all the daily task in my agency with asana. I love this saas very much. Its my go to collaboration tool.,"Cons: Not much to say to be honest, asana has what i need & its free. So i can't complain too much here. I recommend it very much!"
3213,3213 Asana,Asana,Justin B.,Owner,Real Estate,2+ years,5,5,5,5,5,10,“Best way to delegate tasks”,Overall: speeds up the project delegation/completion process,16/7/2019,Pros: project management is significantly easier with this tool. visually track progress of tasks and assignments.,Cons: initial learning curve wasnt too bad. I think its just my brain. lol
3214,3214 Asana,Asana,Megan T.,Development Associate,Environmental Services,2+ years,5,4,5,,,9,“Great project management tool”,,15/3/2019,,"Cons: It is pretty user-friendly, but so powerful it will take us a little time to learn how to maximize its use."
3215,3215 Asana,Asana,Darren B.,Project Manager,Marketing and Advertising,2+ years,4,4.5,4.5,,,9,“Great Product to Work With ”,,23/6/2015,,"Cons: Nothing really, I can't really say there was something I disliked about the software."
3216,3216 Asana,Asana,David K.,UX Designer,Design,2+ years,4,4,4,4,4,7,"“Good task management software, best of the bunch that I tried”","Overall: I found a simpler solution with Airtable for a small team, but for large teams with a lot of different projects going on, Asana would be an excellent system.",7/5/2019,"Pros: The clean UI, thoughtful design, and the ability to home tasks across projects.","Cons: When I used it, the visibility of sub-tasks was poor and it was often difficult to know the status of tasks with sub-tasks."
3217,3217 Asana,Asana,Verified Reviewer,,Computer Software,2+ years,4,4,3,3,5,6,“So Far So Good”,,16/7/2019,,Cons: It is hard to standardize projects across teams
3218,3218 Asana,Asana,Michelle F.,Executive Assistant,Insurance,2+ years,5,5,4,,,8,“Great product!”,Overall: We used Asana to split our tasks when we were planning a company event. It was great because it would email us reminders to make sure we were on track with the deadlines that we had set ourselves.,26/3/2019,Pros: The platform was super easy to use and keeps the group on track.,Cons: Limited functionalities but it wasn't a deal breaker.
3219,3219 Asana,Asana,Jairo M.,Electrical maintenance engineer,Unspecified,2+ years,5,5,4,4,5,9,“Very easy and even more helpfull”,Overall: Organization,1/8/2018,"Pros: The easy flow of work and visual aids, and I have to say the flow charts are the most useful to clear any project.",Cons: Sometimes on the mobile app it could get more specific for the flow chart. Depending on the mobile device: tablet or mobile.
3220,3220 Asana,Asana,Brant C.,Web Developer,Leisure,2+ years,4,5,4,,,8,“Looks good and works well”,"Overall: Works well, provides easy task and project managemnet for our business",29/8/2019,"Pros: I've only used Asana for a few weeks on a single project but so far it is great. Easy to use, simple and straightforward.",Cons: I can't really fault using Asana. Maybe the only gripe is that I seem to always be logged out. Their session times must be very small which is annoying.
3221,3221 Asana,Asana,Verified Reviewer,,Information Technology and Services,2+ years,4,3,4,5,4,8,“Organize your work”,Overall: I like how you can add as many details as you need to help the person working on the task understand.,21/4/2020,"Pros: You can list task, subtask and explain hat each one means. It is a clear tool to help you achieve your goals.","Cons: It might be a bit confusing at the beginning and would see too difficult to use, but once you get the hang of it, its easy."
3222,3222 Asana,Asana,Verified Reviewer,,Education Management,2+ years,4,4,4,,,8,“Manage project teams”,Overall: We manage the teams and project with this software,12/4/2020,Pros: I like that you can assign different members to different tasks of a project and monitor the progress of tasks,Cons: It needs to provide more features regarding the timelines and tracking them. I often have difficulty in setting a deadline.
