,ID_General,Piattaforma,Settore,Utilizzo_software,Consigliato,Data_Recensione,Incovenienti,Lang,bin_y
408,399 Asana,Asana,Information Technologies,2+ years,7.0,27/08/2019,sometimes notification taskssubtasks little_confusing comment subtask close parent task difficult member associated task comment task minor edge case though potentially related product,en,0
409,3990 Asana,Asana,Charity & Voluntary Work,2+ years,5.0,07/06/2017,provide anything extra company provide set apart,en,0
410,4007 Asana,Asana,"Leisure, sport & Turism",2+ years,4.0,01/05/2019,set since found team management better suit,en,0
411,4020 Asana,Asana,Sales,2+ years,5.0,05/11/2018,bunch plugins task_management already built little_annoying trial full_version unless give credit card number,en,0
412,4034 Asana,Asana,Information Technologies,2+ years,7.0,04/11/2018,found interface limiting area,en,0
413,4043 Asana,Asana,"Marketing, Advertising & PR",2+ years,7.0,20/01/2019,found limited_feature could free_version,en,0
414,4047 Asana,Asana,Healthcare,2+ years,6.0,28/08/2018,particular however killer feature checklist task apps common nowadays tried apps wrike derive significant value,en,0
415,405 Asana,Asana,"Marketing, Advertising & PR",2+ years,6.0,10/04/2019,feature help maintain consistent process highertier plan lowertier plan fancy todo list rolled feature example form lowertier plan effective price_point,en,0
416,4063 Asana,Asana,"Marketing, Advertising & PR",2+ years,7.0,12/03/2019,design little_difficult navigate extend fully project_management overview space,en,0
417,4072 Asana,Asana,"Leisure, sport & Turism",2+ years,6.0,24/07/2019,people organized hate enjoy organized assigning_task team hard people adapt,en,0
418,4073 Asana,Asana,Retail,2+ years,5.0,19/07/2018,swim lane manage dependency contingency easily,en,0
419,4078 Asana,Asana,Charity & Voluntary Work,2+ years,6.0,13/03/2018,difficult_time making team fit structure combined cost made ineffective solution,en,0
420,409 Asana,Asana,"Marketing, Advertising & PR",2+ years,7.0,20/01/2019,creating recurring_task subtasks inconvenient recurring_task subtask different date end multiple item showing task,en,0
421,4100 Asana,Asana,Creative Arts & Design,2+ years,7.0,02/07/2019,cluttered project,en,0
422,4117 Asana,Asana,Healthcare,2+ years,4.0,09/08/2018,collaboration others project seem updating wanted,en,0
423,4121 Asana,Asana,Charity & Voluntary Work,2+ years,4.0,03/09/2018,update everyone task manager,en,0
424,4126 Asana,Asana,Charity & Voluntary Work,2+ years,7.0,13/08/2019,sometimes hard_to_find task created little_annoying basic_feature require higher price_point,en,0
425,4133 Asana,Asana,Information Technologies,2+ years,5.0,28/01/2019,friendly sub_task self explanatory icon help prompt,en,0
426,4141 Asana,Asana,Information Technologies,2+ years,7.0,10/12/2018,pricing limitation feature functionality,en,0
427,4170 Asana,Asana,Public Services & Administration,2+ years,5.0,13/11/2018,constant email company project deadline changing little_confusing master,en,0
428,4172 Asana,Asana,Enginering & Manufactoring,2+ years,7.0,05/06/2018,layout section versus task create section task underneath show list view,en,0
429,4192 Asana,Asana,Creative Arts & Design,2+ years,7.0,22/04/2019,think still liking project_management feature lacking email integration feature,en,0
430,4197 Asana,Asana,Charity & Voluntary Work,2+ years,4.0,19/12/2018,challenge discipline utilize full potential,en,0
431,4200 Asana,Asana,Environment & Agricolture,2+ years,7.0,21/02/2019,calendar confusing time item week day think soft date hard date deadline changed factor thats creating stress,en,0
432,4204 Asana,Asana,"Marketing, Advertising & PR",2+ years,7.0,10/04/2019,send_email time week related project active check email hope specifically relevant team,en,0
433,4209 Asana,Asana,Creative Arts & Design,2+ years,5.0,27/11/2018,think everyone together felt took time imputing information call directly,en,0
434,4213 Asana,Asana,Information Technologies,2+ years,7.0,20/11/2018,sorting cardbased view clunky integration_outlook could stronger,en,0
435,4220 Asana,Asana,Information Technologies,2+ years,6.0,24/04/2018,intuitive effective approach help organize task wish penetrate perspective earlier design process,en,0
436,4224 Asana,Asana,Retail,2+ years,7.0,14/01/2019,fair novice could intuitive,en,0
437,4230 Asana,Asana,Healthcare,2+ years,5.0,17/10/2018,flow setup seems tedious though sure around,en,0
438,4240 Asana,Asana,Media & Internet,2+ years,7.0,03/04/2019,notification system annoying flexible enough useful free_version kind basic,en,0
439,4281 Asana,Asana,Charity & Voluntary Work,2+ years,5.0,05/09/2018,number_of_people per project limited smaller company larger company people working project based number set purchase,en,0
440,4290 Asana,Asana,"Accountancy, Banking & Finance",2+ years,7.0,25/09/2018,small_business kind felt little overkill needed thats product wanted something little light weight bell_and_whistle,en,0
441,4292 Asana,Asana,Creative Arts & Design,2+ years,5.0,21/04/2017,challenge adapting thinking method require team collaborative con,en,0
442,431 Asana,Asana,Teacher training & Education,2+ years,2.0,03/03/2020,favorite part checklist found_it_difficult conceptualize fell grand scheme access list task overwhelming planner group project date sorted date helpful wasnt board feature helpful trello feature made choice trello v difficulty able group task clearly big_deal interface look downside calendar task trello view project place thats thats power planyway trello thats big drawback,en,0
443,433 Asana,Asana,Enginering & Manufactoring,2+ years,7.0,07/01/2020,lack ability percentage overall subtasks tht parent task cool value parent task instead digging subtasks find,en,0
444,4350 Asana,Asana,"Marketing, Advertising & PR",2+ years,7.0,11/04/2019,sometimes wasnt clear task_assigned remove list,en,0
445,4353 Asana,Asana,Information Technologies,2+ years,7.0,03/11/2016,reporting,en,0
446,4365 Asana,Asana,Charity & Voluntary Work,2+ years,2.0,28/03/2018,userfriendly self explanatory learn add extra time effort onto project,en,0
447,4378 Asana,Asana,Media & Internet,2+ years,6.0,26/08/2018,feature considered piece updated mobile_app recently still better,en,0
448,4380 Asana,Asana,"Leisure, sport & Turism",2+ years,6.0,03/11/2016,slow load time,en,0
449,4384 Asana,Asana,Charity & Voluntary Work,2+ years,5.0,10/11/2018,found difficult_to_navigate hard team,en,0
450,4399 Asana,Asana,Retail,2+ years,7.0,01/08/2018,sometimes_confusing sends bunch spam email sometimes collaborative,en,0
451,4405 Asana,Asana,"Leisure, sport & Turism",2+ years,6.0,09/01/2019,simplistic useful project manager allow communication data bulletin board,en,0
452,4406 Asana,Asana,Media & Internet,2+ years,,24/11/2015,option adjust theme change io version feel_limited moment,en,0
453,4410 Asana,Asana,"Leisure, sport & Turism",2+ years,7.0,23/08/2018,difficult team_member adapt organization communication fall wagon system since take commitment,en,0
454,4441 Asana,Asana,"Marketing, Advertising & PR",2+ years,7.0,08/09/2018,learn short time harder pick others,en,0
455,4449 Asana,Asana,Information Technologies,2+ years,6.0,23/08/2018,desktop apps could integrate phone system,en,0
456,4453 Asana,Asana,Creative Arts & Design,2+ years,5.0,12/12/2018,enough_feature build large company manage 1person business,en,0
457,4456 Asana,Asana,Media & Internet,2+ years,5.0,03/11/2016,streamlines lead lack_of_feature freedom,en,0
458,446 Asana,Asana,Teacher training & Education,2+ years,6.0,02/04/2019,grasping team estimate 40 struggled sometimes clicking time information overload wish prefilter view team_member overload missed itwhich another negative wasnt find,en,0
459,4461 Asana,Asana,Teacher training & Education,2+ years,7.0,05/12/2018,fully adopted internally hiccup happen true product pricey,en,0
460,4466 Asana,Asana,Teacher training & Education,2+ years,4.0,22/06/2018,technical support help guess email configuration troubleshooting spite expect opensource something pay,en,0
461,4475 Asana,Asana,"Business, Consulting & Management",2+ years,7.0,19/01/2019,becomes costprohibitive team 15,en,0
462,4478 Asana,Asana,Information Technologies,2+ years,7.0,18/02/2020,least time_tracking professional business feature order evaluate deadline,en,0
463,4485 Asana,Asana,Charity & Voluntary Work,2+ years,0.0,18/02/2020,waiting 11 day hear back customer_support theyve completely unresponsive caused significant hardship organization,en,0
464,4487 Asana,Asana,Retail,2+ years,7.0,03/11/2016,notification,en,0
465,4492 Asana,Asana,"Business, Consulting & Management",2+ years,5.0,17/01/2020,free_version_limited boast cool feature team pay free seems pay,en,0
466,4504 Asana,Asana,Transports Logistics,2+ years,6.0,03/12/2019,11 dollar per per month thus becoments usd 132 per per year expensive cost specially quantity people involved project,en,0
467,4510 Asana,Asana,Science & Pharmaceutical,2+ years,6.0,22/11/2019,time took enter task update,en,0
468,4522 Asana,Asana,Property & Constructions,2+ years,4.0,18/09/2019,ton main complicated second main slow bog computerbrowser,en,0
469,4542 Asana,Asana,"Leisure, sport & Turism",2+ years,7.0,27/03/2018,ux made hard_to_navigate task team regulate different people mobile support pretty harder navigate web,en,0
470,4555 Asana,Asana,Media & Internet,2+ years,4.0,03/12/2018,lack scalability control anything beyond task feel_limited,en,0
471,4558 Asana,Asana,"Marketing, Advertising & PR",2+ years,6.0,22/08/2019,learning_curve_steep repetitive non stuff easily translated format restructure process liked,en,0
472,4581 Asana,Asana,Creative Arts & Design,2+ years,7.0,31/07/2019,sure everyone team comfortable lead confusing mistake throw track,en,0
473,4629 Asana,Asana,Information Technologies,2+ years,7.0,03/10/2018,hard implement investment team learn adopt different_feature big bite swallow,en,0
474,4635 Asana,Asana,"Business, Consulting & Management",2+ years,7.0,06/12/2016,userfriendly little_complicated,en,0
475,4636 Asana,Asana,Retail,2+ years,0.0,28/05/2019,deceptive tos difficult customer_service,en,0
476,4648 Asana,Asana,Information Technologies,2+ years,7.0,30/09/2017,notification notification,en,0
477,4650 Asana,Asana,Science & Pharmaceutical,2+ years,7.0,06/12/2016,hour tracking feature,en,0
478,4666 Asana,Asana,"Accountancy, Banking & Finance",2+ years,7.0,28/04/2019,chat lack real_time communication,en,0
479,4682 Asana,Asana,"Marketing, Advertising & PR",2+ years,,23/05/2016,look little cluttery thats nit picky,en,0
480,4696 Asana,Asana,"Leisure, sport & Turism",2+ years,5.0,03/04/2019,sometimes product seem feel worth time small task preferred another input option,en,0
481,4700 Asana,Asana,Information Technologies,2+ years,,26/01/2016,pricing high decide paid_version,en,0
482,4720 Asana,Asana,"Business, Consulting & Management",2+ years,,30/09/2014,1 project template big bummer 2 today inbox push_notification according thirdparty developer api limitation 3 visual layout compared something droptask,en,0
483,4727 Asana,Asana,"Marketing, Advertising & PR",2+ years,5.0,17/06/2020,impression feature_missing complete task think resource experience complete,en,0
484,4732 Asana,Asana,Science & Pharmaceutical,2+ years,7.0,11/06/2020,requires adoption additional streamlined discussion project data sharing,en,0
485,4735 Asana,Asana,"Marketing, Advertising & PR",2+ years,6.0,09/10/2020,felt choose option little focus actually wanted tutorial person understand exactly sorting hat internet people functionoption missed,en,0
486,4736 Asana,Asana,Retail,2+ years,7.0,12/02/2019,feature seeing project_management,en,0
487,474 Asana,Asana,Information Technologies,2+ years,2.0,24/09/2020,complicated find feature looking still powerful relation look customizable overpriced,en,0
488,4741 Asana,Asana,"Marketing, Advertising & PR",2+ years,6.0,10/02/2019,hard project project date timeline glance,en,0
489,4742 Asana,Asana,Information Technologies,2+ years,6.0,13/04/2020,feature improved suitable bigger team large project clumsy come timeline,en,0
490,4745 Asana,Asana,Retail,2+ years,7.0,10/09/2020,web_based solution everywhere super flexible feature_missing,en,0
491,4752 Asana,Asana,Hospitality & Event Managements,2+ years,7.0,25/03/2020,experience wasnt incredibly robust master task_list managing project,en,0
492,4755 Asana,Asana,Aerospace,2+ years,6.0,14/08/2020,aside actually cost dissuasion carry pretty expensive price tag although able integrate application hard_time cost v benefit breakdown positive manner,en,0
493,4757 Asana,Asana,"Marketing, Advertising & PR",2+ years,7.0,19/03/2020,pain set every minute task_list drag wish_you_could set recurring_task,en,0
494,4760 Asana,Asana,"Marketing, Advertising & PR",2+ years,5.0,14/07/2020,wish ability include multiple start date project board mondaycom budgeting feature keep progress active campaign currency field,en,0
495,4762 Asana,Asana,"Marketing, Advertising & PR",2+ years,5.0,23/02/2020,tiering price felt little high business class v competitor trellojira,en,0
496,4766 Asana,Asana,"Leisure, sport & Turism",2+ years,6.0,04/01/2019,either fully utilize set deadline project feel disconnected rarely check,en,0
497,4782 Asana,Asana,Retail,2+ years,6.0,05/12/2019,mess since instantly editable locked,en,0
498,4785 Asana,Asana,Creative Arts & Design,2+ years,6.0,01/02/2020,layout kind_boring little intresting,en,0
499,4789 Asana,Asana,Healthcare,2+ years,7.0,11/03/2018,creating multiple project easily managing amongst calendar setting prioritization list approach,en,0
500,4792 Asana,Asana,Creative Arts & Design,2+ years,7.0,03/12/2019,learning_curve little steep obvious intuitive accomplish,en,0
501,4793 Asana,Asana,Property & Constructions,2+ years,5.0,27/07/2020,wish integrated fully calendar phone google_calendar event enter populate calendar right extra_step intuitive complete,en,0
502,4805 Asana,Asana,"Accountancy, Banking & Finance",2+ years,4.0,12/11/2019,unnecessary email surfacing potentially important information attachment buried task comment thread,en,0
503,4806 Asana,Asana,Media & Internet,2+ years,7.0,11/12/2018,hard unsubscribe notification added project physically site edit email preference instead unsubscribe button email,en,0
504,4807 Asana,Asana,Information Technologies,2+ years,3.0,22/10/2019,take person properly fast becomes useless multiple_people cause major,en,0
505,4827 Asana,Asana,Teacher training & Education,2+ years,7.0,24/09/2019,biggest hard learn first,en,0
506,4837 Asana,Asana,Media & Internet,2+ years,5.0,31/08/2019,switching project always intuitive task subtasks comment cumbersome messy receiving email message alert defeat half purpose,en,0
507,4841 Asana,Asana,Healthcare,2+ years,7.0,26/08/2019,felt hard wrap head around interface_could designed,en,0
508,4847 Asana,Asana,Information Technologies,2+ years,6.0,13/08/2019,allowing assign_task subordinate reschedule task hard reassign resign getting collapsed sending reminder email task_completed notify assigned sending finished,en,0
509,4850 Asana,Asana,"Marketing, Advertising & PR",2+ years,5.0,03/03/2020,free_version_limited daily professional order feature paid_version switched clickup reporting option free_version clickup,en,0
510,4851 Asana,Asana,Teacher training & Education,2+ years,6.0,04/08/2019,mobile interface clickheavy long end end task,en,0
511,4852 Asana,Asana,Information Technologies,2+ years,6.0,21/11/2018,straightforward take_a_little interface drilling subtasks finding comment,en,0
512,4854 Asana,Asana,"Business, Consulting & Management",2+ years,3.0,11/02/2020,intuitive wish sometimes nearly impossible find completed task taken task_list,en,0
513,4856 Asana,Asana,Creative Arts & Design,2+ years,7.0,20/11/2018,find comment feature_could better sometimes lose comment,en,0
514,4861 Asana,Asana,Healthcare,2+ years,0.0,23/07/2019,paidpremium version terrible worth exorbitant amount charge charged additional 500 explanation valid reasoning,en,0
515,4862 Asana,Asana,Charity & Voluntary Work,2+ years,5.0,08/12/2019,biggest con simply old fashioned prefer paper notebook making todo list fault though preference,en,0
516,4866 Asana,Asana,Information Technologies,2+ years,7.0,08/12/2019,customization plugin friendlyness lower progress stage competitor,en,0
517,487 Asana,Asana,Retail,2+ years,7.0,04/12/2018,feature navigation left portion site little challenging find different_team however trying_to_find person project search bar,en,0
518,4870 Asana,Asana,"Business, Consulting & Management",2+ years,7.0,03/12/2019,prevents accurately tracking amount_of_time someone spends certain task capacity planning difficult,en,0
519,4871 Asana,Asana,"Business, Consulting & Management",2+ years,7.0,24/07/2019,plug track time_tracking timer include app gant option,en,0
520,4880 Asana,Asana,Charity & Voluntary Work,2+ years,6.0,02/11/2018,look functionality little bulky compared competition selfexplanatory,en,0
521,4889 Asana,Asana,Creative Arts & Design,2+ years,7.0,06/04/2019,formatting display visual setup,en,0
522,4890 Asana,Asana,"Marketing, Advertising & PR",2+ years,7.0,22/10/2019,assign_task person immediately know functionality,en,0
523,4895 Asana,Asana,Information Technologies,2+ years,7.0,23/04/2019,ask task update directly app assign_task assignee date provided calendar view task,en,0
524,49 Asana,Asana,Retail,2+ years,7.0,15/10/2019,although regularly set new_feature helpful improvement feature essential missing overview task_list sorted offer select project date prefer sorting date connected priority task date connected project often 15 20 task per day sort accurately miss possibility priorize task independently project e g task_assigned project marked priority medium though high priority among personal task dependency subtasks cannot set different task possibility set task dependent completion another task,en,0
525,4900 Asana,Asana,"Leisure, sport & Turism",2+ years,4.0,24/10/2018,someone showed assign_task notice task_completed,en,0
526,4908 Asana,Asana,Information Technologies,2+ years,7.0,23/10/2018,sometimes completely feel task manager app send mobile notification task scheduled set datetime task information functional purpose,en,0
527,4913 Asana,Asana,Recruitment & HR,2+ years,7.0,26/03/2019,functionality team needed low adoption rate among company department,en,0
528,4916 Asana,Asana,Information Technologies,2+ years,7.0,16/10/2018,generality mayor drawback intended specialized team jira policy simplistic compared_to_other_product free_version must collaborative project control,en,0
529,4917 Asana,Asana,Retail,2+ years,6.0,07/03/2019,intuitive basecamp find basecamp slack,en,0
530,4918 Asana,Asana,Creative Arts & Design,2+ years,5.0,04/09/2019,sometimes click time,en,0
531,4935 Asana,Asana,Retail,2+ years,2.0,10/01/2019,different breakdown option project completed task automatically disappear project unless edit otherwise manually complicated look back easily track happened project,en,0
532,4948 Asana,Asana,Property & Constructions,2+ years,2.0,20/09/2018,integrated office_365 document approval flow calendar integration hard difficult_to_find file,en,0
533,499 Asana,Asana,Information Technologies,2+ years,7.0,16/06/2020,loading task responsiveness occasionally slow mobile_app since project_task time lose track mobile_app streamlined separate button search unnecessary prefer home screen gantt_chart view although list board view,en,0
534,5011 Asana,Asana,Retail,2+ years,7.0,24/10/2018,set took sometime head around net result longevity app hasnt,en,0
535,5013 Asana,Asana,Retail,2+ years,7.0,11/11/2018,felt slighly bogged slow came integration application google drive,en,0
536,5015 Asana,Asana,Enginering & Manufactoring,2+ years,4.0,23/10/2018,found spent time setting list assigning found shop faster talk guy instead inclusion people shop know completed still outstanding,en,0
537,5018 Asana,Asana,"Marketing, Advertising & PR",2+ years,7.0,14/04/2019,creating new_task calendar form sometimes_confusing searching task mistakenly completed pain definitely something quit,en,0
538,5021 Asana,Asana,"Marketing, Advertising & PR",2+ years,5.0,08/11/2018,getting people learn buy tough especially competitor,en,0
539,5022 Asana,Asana,Information Technologies,2+ years,6.0,11/04/2019,definitely victim size capability myriad feature offered system intimidating first often require human teaching another master application capability potential proper education time spend learning feel frustrated case know something figure,en,0
540,5024 Asana,Asana,Media & Internet,2+ years,4.0,22/06/2018,team find_intuitive feature either werent present werent functional could,en,0
541,5029 Asana,Asana,Information Technologies,2+ years,7.0,02/11/2018,take_a_little layout product otherwise,en,0
542,5033 Asana,Asana,Public Services & Administration,2+ years,6.0,31/10/2018,hoop jump start engaging productive project_management,en,0
543,5051 Asana,Asana,Teacher training & Education,2+ years,7.0,26/09/2018,feature include administration percentage advanced per project por cool gantt_chart something app por io includes notification inbox delay,en,0
544,5055 Asana,Asana,Teacher training & Education,2+ years,6.0,18/09/2018,projectstasks become overwhelming group level priority,en,0
545,5073 Asana,Asana,"Marketing, Advertising & PR",2+ years,5.0,17/08/2018,communication aspect messaging_system clunky sometimes_hard follow calendar limited monthly view able narrow weekly daily view feel_could ux,en,0
546,5081 Asana,Asana,Healthcare,2+ years,7.0,08/08/2018,feature list little light though strength wish_could,en,0
547,5110 Asana,Asana,Retail,2+ years,7.0,02/01/2019,wish_easier edit file google_doc something thatd,en,0
548,5128 Asana,Asana,Information Technologies,2+ years,5.0,07/02/2018,interface suffers userfriendliness mouse click often exactly expect clicking outside border task set new move back main screen instance cannot create project category easily filtering setting current task future task cannot drag task another category hassle create manage task though visualization helpful,en,0
549,513 Asana,Asana,"Marketing, Advertising & PR",2+ years,7.0,10/12/2018,email appear inbox unlike basecamps point message someone sent via basecamp seems send_email every_time add new_version file sometimes file appear added calendar leading upload several_time others receive several unnecessary email think lack intuitiveness colleague expressed frustration every_time add new project already team calendar add member project time_consuming annoying,en,0
550,5137 Asana,Asana,Charity & Voluntary Work,2+ years,7.0,05/06/2018,sometimes messy organize hit bunch task youll messy homepage,en,0
551,5145 Asana,Asana,"Leisure, sport & Turism",2+ years,6.0,14/05/2018,agile scrum possibly free better secondary management slick havent seen,en,0
552,5146 Asana,Asana,"Leisure, sport & Turism",2+ years,5.0,29/11/2018,accountability unless dedicated person overseeing hawk stuff slip crack part come creatives le administrative people staff team,en,0
553,5148 Asana,Asana,Information Technologies,2+ years,7.0,16/11/2017,monitoring progress task detailed often feel extra manage task basic list getting company buyin difficult tends effective certain group,en,0
554,5180 Asana,Asana,Healthcare,2+ years,6.0,07/06/2017,long take load every_time notification click link open new instance functionally pretty_basic intuitive,en,0
555,5185 Asana,Asana,"Accountancy, Banking & Finance",2+ years,3.0,10/03/2018,major bug scaling creating task constant error eg multiple_time task created errord trying save basic_feature set think jira trello better price overall disappointing lack_of_feature bug confusing interface,en,0
556,5212 Asana,Asana,"Marketing, Advertising & PR",2+ years,6.0,10/11/2016,inbox scrolling auto page refreshes content jump around search,en,0
557,5238 Asana,Asana,Information Technologies,2+ years,7.0,01/08/2018,limited fearures suitable small_company inadequate company large scope multiple department basic interface,en,0
558,5241 Asana,Asana,Media & Internet,2+ years,7.0,03/11/2016,confusion come long_term project dependancies subtasks managed people,en,0
559,5245 Asana,Asana,Teacher training & Education,2+ years,,27/01/2016,nesting project subprojects little antiintuitive take_some_getting think system manage project perhaps three level task mostly look hard visualize effectively,en,0
560,5271 Asana,Asana,Healthcare,2+ years,6.0,03/11/2016,modern linux distro ubuntu 1604 latest stable chrome web stopped_working nearly 2 week submitted bug report instead simply communicated team_member via_email,en,0
561,5272 Asana,Asana,Retail,2+ years,,23/06/2016,wish native time_tracking tried plugins super excited,en,0
562,5280 Asana,Asana,Property & Constructions,2+ years,,20/05/2016,relatively slow learning_curve,en,0
563,5288 Asana,Asana,Media & Internet,2+ years,,23/03/2016,gantt function present,en,0
564,5289 Asana,Asana,Sales,2+ years,5.0,19/05/2020,felt unnecessary worth money plenty functionality google_calendar,en,0
565,5292 Asana,Asana,Information Technologies,2+ years,,04/02/2015,deadline unavailable android_app still,en,0
566,5295 Asana,Asana,Charity & Voluntary Work,2+ years,7.0,06/09/2020,complex since invest time_to_learn function,en,0
567,5316 Asana,Asana,"Marketing, Advertising & PR",2+ years,4.0,14/07/2020,fine opportunity manager micro manage trouble,en,0
568,5317 Asana,Asana,Creative Arts & Design,2+ years,7.0,13/11/2019,little basic took_a_little getting however hang,en,0
569,5321 Asana,Asana,Information Technologies,2+ years,3.0,12/11/2019,task limited assigned person layout allow visual project becomes complex easily happens,en,0
570,5325 Asana,Asana,Media & Internet,2+ years,6.0,06/11/2019,wasnt userfriendly wanted found difficult_to_understand,en,0
571,5329 Asana,Asana,Media & Internet,2+ years,7.0,31/10/2019,free tier decent depending paid subscription expensive mobile_app powerful wanted,en,0
572,5332 Asana,Asana,Hospitality & Event Managements,2+ years,7.0,16/04/2020,different project_management sure id choose product first given choice,en,0
573,5334 Asana,Asana,Teacher training & Education,2+ years,2.0,20/07/2017,duplication project limitation visual navigation limitation email_notification selftraining mean needing time figure inability edit comment posted task beyond annoying overall keep team organized time_person tried organizing project made confusing member_team rule layout assigning_task properly,en,0
574,5335 Asana,Asana,"Marketing, Advertising & PR",2+ years,4.0,26/03/2020,could felt rigid prefer require reengineer think trello,en,0
575,5337 Asana,Asana,Property & Constructions,2+ years,7.0,30/09/2019,could_find time message record information specific project could tell created task,en,0
576,5340 Asana,Asana,"Leisure, sport & Turism",2+ years,0.0,10/01/2020,lack basic_functionality customer_service terrible staff young inexperienced took 5 day trial correct though supposed online,en,0
577,5345 Asana,Asana,Teacher training & Education,2+ years,7.0,14/09/2019,several project left hand column become overwhelming loses sense organization itd able move project column order priority focus urgent top searching several project,en,0
578,5346 Asana,Asana,"Marketing, Advertising & PR",2+ years,4.0,07/06/2017,project happening project lost current setup finding specific task action item hard_to_keep track,en,0
579,5351 Asana,Asana,"Accountancy, Banking & Finance",2+ years,7.0,10/02/2020,wish organize date type task find frustrated feature,en,0
580,5354 Asana,Asana,Media & Internet,2+ years,7.0,06/12/2016,email integration monitor portrait shape taller wide repeating task clunky eg send invoice quarterly intuitive set,en,0
581,5363 Asana,Asana,Charity & Voluntary Work,2+ years,7.0,24/12/2019,little_confusing navigate start figure fairly,en,0
582,5367 Asana,Asana,Media & Internet,2+ years,6.0,06/12/2019,upload system practice take_some_time adjust assignment system practice beginner confusing especially someone_else team change something document fortunately newest version provides timeline regard change,en,0
583,5371 Asana,Asana,Creative Arts & Design,2+ years,6.0,05/12/2019,price per limitation administration console movement record todos annoying fill task unnecessary,en,0
584,5372 Asana,Asana,Healthcare,2+ years,7.0,04/10/2019,feature took awhile learn navigate easily different screen steep learning_curve staff tech_savvy,en,0
585,5384 Asana,Asana,Teacher training & Education,2+ years,5.0,24/09/2019,difficult_to_navigate time found resourceful come,en,0
586,5387 Asana,Asana,Healthcare,2+ years,0.0,14/11/2019,cancellation hidden hard_to_figure customer_support via chat phone welcome send_email expect prompt response,en,0
587,5401 Asana,Asana,Media & Internet,2+ years,6.0,25/04/2019,sure limitation free_version thats moving task_completed board automatically mark task_completed still mark moving able assign_task 1 person,en,0
588,5404 Asana,Asana,"Marketing, Advertising & PR",2+ years,7.0,06/08/2019,still kinda clunky getting better ability define task subtask deadline based project deadline,en,0
589,5407 Asana,Asana,"Accountancy, Banking & Finance",2+ years,7.0,06/09/2019,cool could assign_task multiple_people super run made feel better organized,en,0
590,542 Asana,Asana,"Leisure, sport & Turism",2+ years,6.0,10/07/2019,overcomplicated option list overwhelming aesthetically redesigned miss first glance confusing,en,0
591,5431 Asana,Asana,Energy & Utilities,2+ years,7.0,24/07/2019,looking organize task made team,en,0
592,5432 Asana,Asana,Media & Internet,2+ years,6.0,26/04/2019,lack personalization design although modern material design style necessary modify besides functional,en,0
593,5434 Asana,Asana,"Marketing, Advertising & PR",2+ years,,24/01/2016,mobile_app powerful comparison desktop_version although seems getting better,en,0
594,5435 Asana,Asana,Information Technologies,2+ years,7.0,19/07/2019,option epicsfeatures able set task sub_task,en,0
595,5438 Asana,Asana,Information Technologies,2+ years,,17/09/2015,task gotten lack ability tackle project beginning,en,0
596,5443 Asana,Asana,Transports Logistics,2+ years,7.0,23/06/2019,although simplistic turn little_confusing since clicking wrong spot loose ton project structuring focus making clickfew little complexity hurt long keep intuitive,en,0
597,5447 Asana,Asana,"Business, Consulting & Management",2+ years,6.0,09/06/2019,project especially nittygritty level,en,0
598,5459 Asana,Asana,Retail,2+ years,0.0,08/05/2019,unable actually check putting credit card information 30day trial,en,0
599,5462 Asana,Asana,Media & Internet,2+ years,5.0,06/10/2020,interface project subtasks confuse lead loss productivity timesensitive task hand,en,0
600,5465 Asana,Asana,"Marketing, Advertising & PR",2+ years,5.0,15/02/2019,1 lack identity opinion seems combination 2 certain workflow larger project 3 hard_to_navigate organize 4 feel disorganized confused,en,0
601,5488 Asana,Asana,Information Technologies,2+ years,7.0,06/02/2019,track milestone say gitlab,en,0
602,5489 Asana,Asana,"Marketing, Advertising & PR",2+ years,4.0,22/01/2019,stack newer project_management jira however jira technical,en,0
603,5490 Asana,Asana,"Marketing, Advertising & PR",2+ years,5.0,22/08/2020,slight_learning_curve fully enjoy functionality time search feature act seem find youre_looking major downside incredible amount email receive system frequently email_notification anything time duplicate tried managing via setting seems working still every update team project assigned pricing steep,en,0
604,5491 Asana,Asana,"Marketing, Advertising & PR",2+ years,7.0,24/03/2019,think interface design could_be_better specifically talking intuitivity important question button,en,0
605,5501 Asana,Asana,"Marketing, Advertising & PR",2+ years,4.0,17/01/2019,restriction app difficult_set default view sort date,en,0
606,5503 Asana,Asana,Teacher training & Education,2+ years,7.0,18/03/2019,least add anything new currently already preexisting service geared towards project_management team collaboration mondaycom example exactly often actually preferred version,en,0
607,5504 Asana,Asana,Creative Arts & Design,2+ years,7.0,10/01/2019,userface online took getting wasnt always intuitive navigate,en,0
608,551 Asana,Asana,Media & Internet,2+ years,7.0,13/08/2018,assana added value allow printing progress report calendar deliver report sponsor involuntary project able integrate application variety repository,en,0
609,5512 Asana,Asana,"Business, Consulting & Management",2+ years,2.0,21/12/2018,understand client know feature impossible understand intuitively sight overwhelmed right_away try mean worker manager everyone manager lost time little_annoying,en,0
610,5514 Asana,Asana,Teacher training & Education,2+ years,7.0,09/07/2020,lose comment subtasks difficult track find note previous task,en,0
611,5543 Asana,Asana,Information Technologies,2+ years,7.0,25/01/2019,task refer ticket number share url somewhat clumsy better suited lightweight task buy milk development ticketing system,en,0
612,5548 Asana,Asana,Teacher training & Education,2+ years,5.0,25/09/2018,log kind prefer old school face_to_face update,en,0
